"module name","license","repository"
"@akryum/tinypool@0.3.1","MIT","https://github.com/aslemammad/tinypool"
"@alloc/quick-lru@5.2.0","MIT","https://github.com/sindresorhus/quick-lru"
"@ampproject/remapping@2.2.1","Apache-2.0","https://github.com/ampproject/remapping"
"@antfu/install-pkg@0.1.1","MIT","https://github.com/antfu/install-pkg"
"@antfu/utils@0.7.4","MIT","https://github.com/antfu/utils"
"@babel/parser@7.22.5","MIT","https://github.com/babel/babel"
"@bcoe/v8-coverage@0.2.3","MIT","https://github.com/demurgos/v8-coverage"
"@codemirror/commands@6.2.4","MIT","https://github.com/codemirror/commands"
"@codemirror/lang-json@6.0.1","MIT","https://github.com/codemirror/lang-json"
"@codemirror/language@6.8.0","MIT","https://github.com/codemirror/language"
"@codemirror/lint@6.2.2","MIT","https://github.com/codemirror/lint"
"@codemirror/state@6.2.1","MIT","https://github.com/codemirror/state"
"@codemirror/theme-one-dark@6.1.2","MIT","https://github.com/codemirror/theme-one-dark"
"@codemirror/view@6.13.2","MIT","https://github.com/codemirror/view"
"@esbuild/darwin-x64@0.17.19","MIT","https://github.com/evanw/esbuild"
"@eslint-community/eslint-utils@4.4.0","MIT","https://github.com/eslint-community/eslint-utils"
"@eslint-community/regexpp@4.5.1","MIT","https://github.com/eslint-community/regexpp"
"@eslint/eslintrc@2.0.3","MIT","https://github.com/eslint/eslintrc"
"@eslint/js@8.42.0","MIT","https://github.com/eslint/eslint"
"@floating-ui/core@1.3.0","MIT","https://github.com/floating-ui/floating-ui"
"@floating-ui/dom@1.3.0","MIT","https://github.com/floating-ui/floating-ui"
"@floating-ui/vue@1.0.1","MIT","https://github.com/floating-ui/floating-ui"
"@headlessui/vue@1.7.14","MIT","https://github.com/tailwindlabs/headlessui"
"@histoire/app@0.16.1","MIT","https://github.com/Akryum/histoire"
"@histoire/controls@0.16.1","MIT","https://github.com/Akryum/histoire"
"@histoire/plugin-vue@0.16.1","MIT","https://github.com/Akryum/histoire"
"@histoire/shared@0.16.1","MIT","https://github.com/Akryum/histoire"
"@histoire/vendors@0.16.0","MIT","https://github.com/Akryum/histoire"
"@humanwhocodes/config-array@0.11.10","Apache-2.0","https://github.com/humanwhocodes/config-array"
"@humanwhocodes/module-importer@1.0.1","Apache-2.0","https://github.com/humanwhocodes/module-importer"
"@humanwhocodes/object-schema@1.2.1","BSD-3-Clause","https://github.com/humanwhocodes/object-schema"
"@iconify-json/ri@1.1.9","Apache-2.0",""
"@iconify/types@2.0.0","MIT","https://github.com/iconify/iconify"
"@iconify/utils@2.1.6","MIT","https://github.com/iconify/iconify"
"@isaacs/cliui@8.0.2","ISC","https://github.com/yargs/cliui"
"@istanbuljs/schema@0.1.3","MIT","https://github.com/istanbuljs/schema"
"@jridgewell/gen-mapping@0.3.3","MIT","https://github.com/jridgewell/gen-mapping"
"@jridgewell/resolve-uri@3.1.0","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/set-array@1.1.2","MIT","https://github.com/jridgewell/set-array"
"@jridgewell/sourcemap-codec@1.4.14","MIT","https://github.com/jridgewell/sourcemap-codec"
"@jridgewell/sourcemap-codec@1.4.15","MIT","https://github.com/jridgewell/sourcemap-codec"
"@jridgewell/trace-mapping@0.3.18","MIT","https://github.com/jridgewell/trace-mapping"
"@lezer/common@1.0.3","MIT","https://github.com/lezer-parser/common"
"@lezer/highlight@1.1.6","MIT","https://github.com/lezer-parser/highlight"
"@lezer/json@1.0.0","MIT","https://github.com/lezer-parser/json"
"@lezer/lr@1.3.6","MIT","https://github.com/lezer-parser/lr"
"@mdit-vue/plugin-component@0.12.0","MIT","https://github.com/mdit-vue/mdit-vue"
"@mdit-vue/plugin-frontmatter@0.12.0","MIT","https://github.com/mdit-vue/mdit-vue"
"@mdit-vue/types@0.12.0","MIT","https://github.com/mdit-vue/mdit-vue"
"@nodelib/fs.scandir@2.1.5","MIT","https://github.com/nodelib/nodelib.git#master"
"@nodelib/fs.stat@2.0.5","MIT","https://github.com/nodelib/nodelib.git#master"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib.git#master"
"@npmcli/fs@3.1.0","ISC","https://github.com/npm/fs"
"@pkgjs/parseargs@0.11.0","MIT","https://github.com/pkgjs/parseargs"
"@polka/url@1.0.0-next.21","MIT","https://github.com/lukeed/polka"
"@rollup/plugin-typescript@11.1.1","MIT","https://github.com/rollup/plugins"
"@rollup/pluginutils@5.0.2","MIT","https://github.com/rollup/plugins"
"@svws-nrw/svws-client-test@0.6.10-SNAPSHOT","BSD-3-Clause",""
"@svws-nrw/svws-client@0.6.10-SNAPSHOT","BSD-3-Clause",""
"@svws-nrw/svws-components@0.5.7-SNAPSHOT","BSD-3-Clause",""
"@svws-nrw/svws-core-test@0.6.10-SNAPSHOT","BSD-3-Clause",""
"@svws-nrw/svws-core@0.6.10-SNAPSHOT","BSD-3-Clause",""
"@svws-nrw/svws-ui@0.6.10-SNAPSHOT","BSD-3-Clause",""
"@tootallnate/once@2.0.0","MIT","https://github.com/TooTallNate/once"
"@types/chai-subset@1.3.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/chai@4.3.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/flexsearch@0.7.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/fs-extra@9.0.13","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-coverage@2.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/linkify-it@3.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/markdown-it@12.2.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mdurl@1.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@18.16.18","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/semver@7.5.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/web-bluetooth@0.0.17","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@typescript-eslint/eslint-plugin@5.59.11","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@5.59.11","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@5.59.11","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/type-utils@5.59.11","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@5.59.11","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@5.59.11","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/utils@5.59.11","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@5.59.11","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@vitejs/plugin-vue@4.2.3","MIT","https://github.com/vitejs/vite-plugin-vue"
"@vitest/coverage-v8@0.32.0","MIT","https://github.com/vitest-dev/vitest"
"@vitest/expect@0.32.0","MIT","https://github.com/vitest-dev/vitest"
"@vitest/runner@0.32.0","MIT","https://github.com/vitest-dev/vitest"
"@vitest/snapshot@0.32.0","MIT","https://github.com/vitest-dev/vitest"
"@vitest/spy@0.32.0","MIT","https://github.com/vitest-dev/vitest"
"@vitest/utils@0.32.0","MIT","https://github.com/vitest-dev/vitest"
"@volar/language-core@1.4.1","MIT","https://github.com/volarjs/volar.js"
"@volar/source-map@1.4.1","MIT","https://github.com/volarjs/volar.js"
"@volar/typescript@1.4.1-patch.2","MIT","https://github.com/volarjs/volar.js"
"@volar/vue-language-core@1.6.5","MIT","https://github.com/vuejs/language-tools"
"@volar/vue-typescript@1.6.5","MIT","https://github.com/vuejs/language-tools"
"@vue/compiler-core@3.3.4","MIT","https://github.com/vuejs/core"
"@vue/compiler-dom@3.3.4","MIT","https://github.com/vuejs/core"
"@vue/compiler-sfc@3.3.4","MIT","https://github.com/vuejs/core"
"@vue/compiler-ssr@3.3.4","MIT","https://github.com/vuejs/core"
"@vue/devtools-api@6.5.0","MIT","https://github.com/vuejs/vue-devtools"
"@vue/reactivity-transform@3.3.4","MIT","https://github.com/vuejs/core"
"@vue/reactivity@3.3.4","MIT","https://github.com/vuejs/core"
"@vue/runtime-core@3.3.4","MIT","https://github.com/vuejs/core"
"@vue/runtime-dom@3.3.4","MIT","https://github.com/vuejs/core"
"@vue/server-renderer@3.3.4","MIT","https://github.com/vuejs/core"
"@vue/shared@3.3.4","MIT","https://github.com/vuejs/core"
"@vue/tsconfig@0.4.0","MIT","https://github.com/vuejs/tsconfig"
"@vueuse/core@10.1.2","MIT","https://github.com/vueuse/vueuse"
"@vueuse/metadata@10.1.2","MIT","https://github.com/vueuse/vueuse"
"@vueuse/shared@10.1.2","MIT","https://github.com/vueuse/vueuse"
"abab@2.0.6","BSD-3-Clause","https://github.com/jsdom/abab"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"acorn-globals@7.0.1","MIT","https://github.com/ForbesLindesay/acorn-globals"
"acorn-jsx@5.3.2","MIT","https://github.com/acornjs/acorn-jsx"
"acorn-walk@8.2.0","MIT","https://github.com/acornjs/acorn"
"acorn@8.8.2","MIT","https://github.com/acornjs/acorn"
"agent-base@6.0.2","MIT","https://github.com/TooTallNate/node-agent-base"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@6.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@5.2.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@6.2.1","MIT","https://github.com/chalk/ansi-styles"
"any-promise@1.3.0","MIT","https://github.com/kevinbeaty/any-promise"
"anymatch@3.1.3","ISC","https://github.com/micromatch/anymatch"
"arg@5.0.2","MIT","https://github.com/vercel/arg"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"array-find-index@1.0.2","MIT","https://github.com/sindresorhus/array-find-index"
"array-union@2.1.0","MIT","https://github.com/sindresorhus/array-union"
"assertion-error@1.1.0","MIT","https://github.com/chaijs/assertion-error"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"autoprefixer@10.4.14","MIT","https://github.com/postcss/autoprefixer"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"binary-extensions@2.2.0","MIT","https://github.com/sindresorhus/binary-extensions"
"birpc@0.1.1","MIT","https://github.com/antfu/birpc"
"blueimp-md5@2.19.0","MIT","https://github.com/blueimp/JavaScript-MD5"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.0.1","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.2","MIT","https://github.com/micromatch/braces"
"browserslist@4.21.8","MIT","https://github.com/browserslist/browserslist"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"cac@6.7.14","MIT","https://github.com/egoist/cac"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camel-case@4.1.2","MIT","https://github.com/blakeembrey/change-case"
"camelcase-css@2.0.1","MIT","https://github.com/stevenvachon/camelcase-css"
"caniuse-lite@1.0.30001503","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"capital-case@1.0.4","MIT","https://github.com/blakeembrey/change-case"
"chai@4.3.7","MIT","https://github.com/chaijs/chai"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"change-case@4.1.2","MIT","https://github.com/blakeembrey/change-case"
"check-error@1.0.2","MIT","https://github.com/chaijs/check-error"
"chokidar@3.5.3","MIT","https://github.com/paulmillr/chokidar"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"commander@4.1.1","MIT","https://github.com/tj/commander.js"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"concordance@5.0.4","ISC","https://github.com/concordancejs/concordance"
"connect@3.7.0","MIT","https://github.com/senchalabs/connect"
"constant-case@3.0.4","MIT","https://github.com/blakeembrey/change-case"
"convert-source-map@1.9.0","MIT","https://github.com/thlorenz/convert-source-map"
"crelt@1.0.6","MIT","https://github.com/marijnh/crelt"
"cross-spawn@7.0.3","MIT","https://github.com/moxystudio/node-cross-spawn"
"cssesc@3.0.0","MIT","https://github.com/mathiasbynens/cssesc"
"cssom@0.3.8","MIT","https://github.com/NV/CSSOM"
"cssom@0.5.0","MIT","https://github.com/NV/CSSOM"
"cssstyle@2.3.0","MIT","https://github.com/jsdom/cssstyle"
"csstype@3.1.2","MIT","https://github.com/frenic/csstype"
"data-urls@3.0.2","MIT","https://github.com/jsdom/data-urls"
"date-time@3.1.0","MIT","https://github.com/sindresorhus/date-time"
"de-indent@1.0.2","MIT","https://github.com/yyx990803/de-indent"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@4.3.4","MIT","https://github.com/debug-js/debug"
"decimal.js@10.4.3","MIT","https://github.com/MikeMcl/decimal.js"
"deep-eql@4.1.3","MIT","https://github.com/chaijs/deep-eql"
"deep-is@0.1.4","MIT","https://github.com/thlorenz/deep-is"
"defu@6.1.2","MIT","https://github.com/unjs/defu"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"diacritics@1.3.0","MIT","https://github.com/andrewrk/node-diacritics"
"didyoumean@1.2.2","Apache-2.0","https://github.com/dcporter/didyoumean.js"
"dir-glob@3.0.1","MIT","https://github.com/kevva/dir-glob"
"dlv@1.1.3","MIT","https://github.com/developit/dlv"
"doctrine@3.0.0","Apache-2.0","https://github.com/eslint/doctrine"
"domexception@4.0.0","MIT","https://github.com/jsdom/domexception"
"dot-case@3.0.4","MIT","https://github.com/blakeembrey/change-case"
"eastasianwidth@0.2.0","MIT","https://github.com/komagata/eastasianwidth"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"electron-to-chromium@1.4.430","ISC","https://github.com/kilian/electron-to-chromium"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"emoji-regex@9.2.2","MIT","https://github.com/mathiasbynens/emoji-regex"
"encodeurl@1.0.2","MIT","https://github.com/pillarjs/encodeurl"
"entities@2.1.0","BSD-2-Clause","https://github.com/fb55/entities"
"entities@3.0.1","BSD-2-Clause","https://github.com/fb55/entities"
"entities@4.5.0","BSD-2-Clause","https://github.com/fb55/entities"
"esbuild@0.17.19","MIT","https://github.com/evanw/esbuild"
"escalade@3.1.1","MIT","https://github.com/lukeed/escalade"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@5.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escodegen@2.0.0","BSD-2-Clause","https://github.com/estools/escodegen"
"eslint-plugin-vue@9.14.1","MIT","https://github.com/vuejs/eslint-plugin-vue"
"eslint-scope@5.1.1","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"eslint-scope@7.2.0","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"eslint-visitor-keys@3.4.1","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint@8.42.0","MIT","https://github.com/eslint/eslint"
"espree@9.5.2","BSD-2-Clause","https://github.com/eslint/espree"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"esquery@1.5.0","BSD-3-Clause","https://github.com/estools/esquery"
"esrecurse@4.3.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@4.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"estraverse@5.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"estree-walker@2.0.2","MIT","https://github.com/Rich-Harris/estree-walker"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"execa@5.1.1","MIT","https://github.com/sindresorhus/execa"
"extend-shallow@2.0.1","MIT","https://github.com/jonschlinkert/extend-shallow"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-diff@1.3.0","Apache-2.0","https://github.com/jhchen/fast-diff"
"fast-glob@3.2.12","MIT","https://github.com/mrmlnc/fast-glob"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fastq@1.15.0","ISC","https://github.com/mcollina/fastq"
"file-entry-cache@6.0.1","MIT","https://github.com/royriojas/file-entry-cache"
"fill-range@7.0.1","MIT","https://github.com/jonschlinkert/fill-range"
"finalhandler@1.1.2","MIT","https://github.com/pillarjs/finalhandler"
"find-up@5.0.0","MIT","https://github.com/sindresorhus/find-up"
"flat-cache@3.0.4","MIT","https://github.com/royriojas/flat-cache"
"flatted@3.2.7","ISC","https://github.com/WebReflection/flatted"
"flexsearch@0.7.21","Apache-2.0","https://github.com/nextapps-de/flexsearch"
"foreground-child@3.1.1","ISC","https://github.com/tapjs/foreground-child"
"form-data@4.0.0","MIT","https://github.com/form-data/form-data"
"fraction.js@4.2.0","MIT","https://github.com/infusion/Fraction.js"
"fs-extra@10.1.0","MIT","https://github.com/jprichardson/node-fs-extra"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"fsevents@2.3.2","MIT","https://github.com/fsevents/fsevents"
"function-bind@1.1.1","MIT","https://github.com/Raynos/function-bind"
"get-func-name@2.0.0","MIT","https://github.com/chaijs/get-func-name"
"get-stream@6.0.1","MIT","https://github.com/sindresorhus/get-stream"
"glob-parent@5.1.2","ISC","https://github.com/gulpjs/glob-parent"
"glob-parent@6.0.2","ISC","https://github.com/gulpjs/glob-parent"
"glob@10.2.7","ISC","https://github.com/isaacs/node-glob"
"glob@7.1.6","ISC","https://github.com/isaacs/node-glob"
"glob@7.2.3","ISC","https://github.com/isaacs/node-glob"
"globals@13.20.0","MIT","https://github.com/sindresorhus/globals"
"globby@11.1.0","MIT","https://github.com/sindresorhus/globby"
"globby@13.1.4","MIT","https://github.com/sindresorhus/globby"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"grapheme-splitter@1.0.4","MIT","https://github.com/orling/grapheme-splitter"
"graphemer@1.4.0","MIT","https://github.com/flmnt/graphemer"
"gray-matter@4.0.3","MIT","https://github.com/jonschlinkert/gray-matter"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has@1.0.3","MIT","https://github.com/tarruda/has"
"he@1.2.0","MIT","https://github.com/mathiasbynens/he"
"header-case@2.0.4","MIT","https://github.com/blakeembrey/change-case"
"histoire@0.16.2","MIT","https://github.com/Akryum/histoire"
"hosted-git-info@6.1.1","ISC","https://github.com/npm/hosted-git-info"
"html-encoding-sniffer@3.0.0","MIT","https://github.com/jsdom/html-encoding-sniffer"
"html-escaper@2.0.2","MIT","https://github.com/WebReflection/html-escaper"
"http-proxy-agent@5.0.0","MIT","https://github.com/TooTallNate/node-http-proxy-agent"
